,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate,DisciplineRate,Expenditure
288,King,17403.0,Renton School District,5070.0,Renton Academy,A,12th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,Suppressed: N<10,2599243.6
289,King,17403.0,Renton School District,2475.0,Renton Senior High School,P,12th Grade,307,156,0,151,1,110,77,65,4,17,33,27,0,1,22,189,0,0,19,6,26,280,306,306,285,118,307,273.0,60.0,4.0,5.0,6.0,9.0,27.0,306.0,268.0,14.0,24.0,0.8758,2.70%,17451826.6
290,King,17403.0,Renton School District,5282.0,Talley High School,A,12th Grade,191,80,2,109,1,21,48,46,1,27,47,9,0,1,9,121,0,0,42,9,55,182,189,190,182,70,191,90.0,10.0,1.0,4.0,9.0,25.0,4.0,96.0,35.0,22.0,39.0,0.3646,6.30%,5099828.1
291,Ferry,10309.0,Republic School District,3579.0,Republic Senior High School,P,12th Grade,16,9,0,7,1,0,0,0,0,1,14,0,0,0,2,8,0,0,2,1,1,16,16,16,14,8,16,19.0,8.0,,,1.0,3.0,10.0,17.0,13.0,0.0,4.0,0.7647,<10%,1745288.7
292,Benton,3400.0,Richland School District,3833.0,Hanford High School,P,12th Grade,527,235,0,292,1,35,13,70,0,15,393,24,0,28,8,119,6,1,22,8,48,503,527,499,519,408,521,493.0,59.0,2.0,1.0,4.0,10.0,54.0,498.0,452.0,29.0,17.0,0.9076,1.70%,25741357.9
293,Benton,3400.0,Richland School District,3511.0,Richland High School,P,12th Grade,465,226,0,239,1,13,6,74,0,12,359,17,0,32,11,145,6,0,26,0,49,448,465,433,454,320,459,436.0,51.0,1.0,1.0,2.0,3.0,58.0,429.0,374.0,48.0,7.0,0.8718,1.20%,23785000.0
294,Benton,3400.0,Richland School District,4295.0,Rivers Edge High School,A,12th Grade,127,58,0,69,1,1,4,28,0,2,91,4,0,0,21,83,3,0,23,3,11,123,127,127,106,44,124,94.0,16.0,,3.0,11.0,15.0,10.0,100.0,22.0,49.0,29.0,0.22,<2%,3083992.9
295,Benton,3400.0,Richland School District,5165.0,Three Rivers Home Link,A,12th Grade,17,8,0,9,0,1,1,1,0,0,14,0,0,0,0,5,0,0,2,0,0,17,17,17,17,12,17,17.0,4.0,,1.0,,,7.0,14.0,10.0,3.0,1.0,0.7143,<10%,4870978.8
296,Clark,6122.0,Ridgefield School District,2390.0,Ridgefield High School,P,12th Grade,212,100,0,112,1,2,3,24,0,17,165,7,0,13,11,51,0,1,5,10,33,205,210,199,201,161,212,187.0,38.0,1.0,1.0,1.0,2.0,36.0,189.0,171.0,13.0,5.0,0.9048,3.50%,8899025.3
297,Adams,1160.0,Ritzville School District,2132.0,Ritzville High School,P,12th Grade,30,17,0,13,1,1,1,1,0,0,26,0,0,0,3,12,1,0,3,1,2,30,30,30,27,18,29,34.0,2.0,,2.0,,4.0,3.0,33.0,25.0,2.0,6.0,0.7576,<9%,2174991.8
298,Spokane,32416.0,Riverside School District,4228.0,Riverside High School,P,12th Grade,104,53,0,51,3,1,0,3,0,0,97,2,0,7,4,51,0,0,5,6,12,102,103,97,100,53,104,110.0,22.0,,2.0,5.0,7.0,20.0,112.0,93.0,5.0,14.0,0.8304,<3%,6227492.9
299,King,17407.0,Riverview School District,3524.0,Cedarcrest High School,P,12th Grade,245,122,0,123,1,6,0,30,0,5,203,0,0,0,2,30,1,0,11,13,17,245,245,245,243,215,244,232.0,25.0,1.0,4.0,2.0,5.0,27.0,230.0,211.0,7.0,12.0,0.9174,<1%,12703421.2
300,King,17407.0,Riverview School District,1756.0,CLIP,A,12th Grade,18,8,0,10,0,0,0,0,0,1,17,0,0,0,5,11,0,0,1,2,5,18,18,18,13,7,18,22.0,3.0,,,,4.0,2.0,23.0,11.0,8.0,4.0,0.4783,<10%,492861.2
301,Thurston,34401.0,Rochester School District,1735.0,H.e.a.r.t. High School,A,12th Grade,25,14,0,11,1,0,0,7,1,4,12,0,0,0,1,11,0,0,7,0,1,25,24,25,24,14,25,22.0,1.0,,,3.0,4.0,0.0,23.0,11.0,5.0,7.0,0.4783,<10%,789596.4
302,Thurston,34401.0,Rochester School District,4326.0,Rochester High School,P,12th Grade,178,74,0,104,9,1,3,26,2,10,127,5,0,12,14,85,5,4,15,7,37,173,177,166,164,93,173,147.0,12.0,3.0,,1.0,5.0,13.0,146.0,130.0,7.0,9.0,0.8904,4.90%,8309901.5
303,Grant,13160.0,Royal School District,3516.0,Royal High School,P,12th Grade,125,57,0,68,0,0,0,104,0,0,21,28,0,6,7,88,10,0,3,17,11,97,125,119,118,37,115,124.0,6.0,1.0,1.0,5.0,5.0,7.0,123.0,103.0,8.0,12.0,0.8374,3.70%,6584430.0
304,San Juan,28149.0,San Juan Island School District,2879.0,Friday Harbor High School,P,12th Grade,63,33,0,30,0,2,0,11,0,3,47,1,0,0,2,19,0,0,1,2,7,62,63,63,61,44,63,63.0,8.0,,1.0,2.0,1.0,9.0,62.0,56.0,2.0,4.0,0.9032,<5%,4483599.8
305,King,17001.0,Seattle School District No. 1,3778.0,Alan T. Sugiyama High School,A,12th Grade,28,13,0,15,0,4,10,7,4,3,0,6,0,0,11,27,0,0,10,1,9,22,28,28,17,1,28,26.0,6.0,,,3.0,7.0,3.0,29.0,9.0,10.0,10.0,0.3103,8.50%,2165373.0
306,King,17001.0,Seattle School District No. 1,2220.0,Ballard High School,P,12th Grade,469,235,0,234,2,34,11,42,0,32,348,10,0,30,2,51,6,0,17,57,59,459,469,439,467,418,463,436.0,59.0,1.0,3.0,10.0,12.0,29.0,466.0,423.0,17.0,26.0,0.9077,1.50%,28296710.2
307,King,17001.0,Seattle School District No. 1,3096.0,Chief Sealth International High School,P,12th Grade,269,124,0,145,5,48,56,75,3,17,65,49,0,3,22,176,2,0,15,8,42,220,269,266,247,93,267,243.0,37.0,1.0,7.0,5.0,13.0,21.0,259.0,218.0,15.0,26.0,0.8417,1.80%,17234856.9
308,King,17001.0,Seattle School District No. 1,2392.0,Cleveland High School STEM,P,12th Grade,219,111,0,108,5,104,53,23,0,17,17,15,0,4,13,123,0,0,2,19,23,204,219,215,206,96,219,218.0,5.0,,,1.0,2.0,7.0,216.0,204.0,9.0,3.0,0.9444,1.30%,14843269.4
309,King,17001.0,Seattle School District No. 1,2182.0,Franklin High School,P,12th Grade,323,158,0,165,1,160,69,41,3,16,33,61,0,4,11,211,3,0,19,2,28,262,322,319,312,112,320,270.0,43.0,1.0,4.0,4.0,9.0,24.0,289.0,253.0,18.0,18.0,0.8754,1.50%,19591066.4
310,King,17001.0,Seattle School District No. 1,2306.0,Garfield High School,P,12th Grade,441,233,0,208,3,79,108,33,2,33,183,33,0,162,17,139,4,0,19,40,35,408,440,279,424,302,437,427.0,60.0,6.0,8.0,5.0,32.0,42.0,445.0,383.0,11.0,51.0,0.8607,1.30%,23894345.8
311,King,17001.0,Seattle School District No. 1,3276.0,Ingraham High School,P,12th Grade,325,139,0,186,2,44,32,48,0,24,175,39,0,81,11,95,17,0,13,28,44,286,324,244,314,230,308,289.0,41.0,,3.0,4.0,11.0,26.0,304.0,269.0,17.0,18.0,0.8849,<1%,21830604.1
312,King,17001.0,Seattle School District No. 1,1635.0,Interagency Programs,A,12th Grade,231,101,0,130,6,15,101,62,3,24,20,22,0,1,50,181,3,1,42,3,80,209,225,230,181,50,228,124.0,96.0,,8.0,6.0,22.0,62.0,158.0,42.0,80.0,36.0,0.2658,<1%,11422929.5
313,King,17001.0,Seattle School District No. 1,1547.0,Middle College High School,P,12th Grade,28,14,0,14,0,2,4,6,0,1,15,2,0,2,1,8,0,0,8,5,12,26,28,26,27,20,28,24.0,6.0,2.0,1.0,3.0,4.0,2.0,28.0,12.0,6.0,10.0,0.4286,<9%,1912665.3
314,King,17001.0,Seattle School District No. 1,3479.0,Nathan Hale High School,P,12th Grade,290,141,0,149,4,40,48,29,1,16,152,26,0,8,11,102,1,0,12,28,46,264,288,282,279,188,289,255.0,44.0,,1.0,3.0,7.0,27.0,272.0,234.0,27.0,11.0,0.8603,3.00%,19394582.0
315,King,17001.0,Seattle School District No. 1,3868.0,Nova High School,A,12th Grade,121,70,0,51,2,8,6,11,0,12,82,0,0,2,5,37,0,0,16,23,36,121,121,119,116,84,121,85.0,12.0,,,4.0,3.0,17.0,80.0,56.0,17.0,7.0,0.7,<2%,4605111.9
316,King,17001.0,Seattle School District No. 1,3327.0,Rainier Beach High School,P,12th Grade,218,81,0,137,0,59,110,22,6,17,4,48,0,0,25,177,1,0,13,3,39,170,216,218,193,41,217,171.0,57.0,3.0,1.0,6.0,1.0,23.0,205.0,174.0,20.0,11.0,0.8488,5.70%,12712126.3
317,King,17001.0,Seattle School District No. 1,2285.0,Roosevelt High School,P,12th Grade,443,221,0,222,0,53,21,35,0,35,299,13,0,26,3,61,2,1,7,61,43,430,442,417,440,382,441,400.0,71.0,1.0,,3.0,13.0,34.0,437.0,405.0,15.0,17.0,0.9268,<1%,28071720.1
318,King,17001.0,Seattle School District No. 1,1596.0,Seattle World School,A,12th Grade,67,30,0,37,0,26,13,25,0,0,3,59,0,0,13,60,11,0,9,0,1,8,67,67,54,7,56,9.0,66.0,4.0,10.0,16.0,6.0,10.0,65.0,8.0,21.0,36.0,0.1231,<4%,6278745.7
319,King,17001.0,Seattle School District No. 1,1856.0,The Center School,P,12th Grade,49,35,0,14,0,1,3,6,0,6,33,0,0,4,0,2,0,0,2,6,8,49,49,45,49,47,49,43.0,9.0,,1.0,,4.0,5.0,47.0,42.0,0.0,5.0,0.8936,<5%,4033210.4
320,King,17001.0,Seattle School District No. 1,2234.0,West Seattle High School,P,12th Grade,234,122,0,112,2,27,22,32,1,20,130,14,0,3,4,49,0,0,8,12,22,220,233,231,230,185,234,214.0,46.0,2.0,,2.0,13.0,28.0,232.0,206.0,9.0,17.0,0.8879,<1%,15628675.8
321,Skagit,29101.0,Sedro-Woolley School District,2150.0,Sedro Woolley Senior High School,P,12th Grade,313,153,0,160,9,7,1,67,1,12,216,19,0,0,23,142,13,2,4,13,54,294,312,313,290,171,300,291.0,26.0,,4.0,4.0,3.0,25.0,292.0,270.0,11.0,11.0,0.9247,3.00%,16696782.8
322,Skagit,29101.0,Sedro-Woolley School District,1537.0,State Street High School,A,12th Grade,147,53,0,94,6,0,6,25,3,4,103,7,0,0,15,83,1,2,36,2,23,140,146,147,132,64,146,112.0,20.0,1.0,2.0,20.0,32.0,11.0,121.0,30.0,36.0,55.0,0.2479,3.70%,2743915.5
323,Yakima,39119.0,Selah School District,4272.0,Selah Academy Online,A,12th Grade,42,30,0,12,1,0,0,9,0,0,32,3,0,0,3,27,1,0,17,1,3,39,40,42,39,15,41,50.0,10.0,2.0,1.0,7.0,16.0,16.0,44.0,4.0,14.0,26.0,0.0909,<3%,1161151.3
324,Yakima,39119.0,Selah School District,2388.0,Selah High School,P,12th Grade,280,122,0,158,2,2,3,72,0,7,194,16,0,19,3,112,8,5,17,7,44,264,278,261,277,168,272,259.0,27.0,2.0,2.0,5.0,15.0,21.0,265.0,230.0,11.0,24.0,0.8679,5.20%,12725174.7
325,Clallam,5323.0,Sequim School District,2471.0,Sequim Senior High,P,12th Grade,222,110,0,112,8,7,3,25,0,16,163,1,0,14,8,85,0,1,5,6,26,221,221,208,214,137,222,227.0,53.0,2.0,2.0,1.0,9.0,67.0,213.0,187.0,12.0,14.0,0.8779,1.30%,12165953.6
326,Mason,23309.0,Shelton School District,4288.0,Choice Middle and High School,A,12th Grade,117,50,1,66,7,0,0,26,0,12,72,11,0,1,21,81,3,1,15,11,28,106,114,116,96,36,114,75.0,18.0,,,3.0,18.0,11.0,82.0,32.0,29.0,21.0,0.3902,<2%,4000181.5
327,Mason,23309.0,Shelton School District,3241.0,Shelton High School,P,12th Grade,312,121,0,191,12,2,4,66,1,31,196,23,0,0,31,178,7,1,14,37,45,289,310,312,281,134,305,277.0,37.0,,3.0,7.0,3.0,14.0,300.0,255.0,32.0,13.0,0.85,<1%,15695529.9
328,King,17412.0,Shoreline School District,2612.0,Fircrest Residential Habilitation,I,12th Grade,3,0,0,3,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,3,3,3,3,3,0,3,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,Suppressed: N<10,91703.9
329,King,17412.0,Shoreline School District,3343.0,Shorecrest High School,P,12th Grade,350,185,0,165,0,62,30,35,1,48,174,20,0,28,6,111,0,1,9,49,28,330,350,322,344,239,350,309.0,42.0,1.0,2.0,2.0,15.0,22.0,329.0,300.0,9.0,20.0,0.9119,4.40%,22268353.0
330,King,17412.0,Shoreline School District,3921.0,Shorewood High School,P,12th Grade,437,203,0,234,1,66,38,59,2,52,219,17,0,24,15,157,0,0,13,30,72,420,437,413,422,280,437,384.0,53.0,,4.0,4.0,14.0,38.0,399.0,358.0,19.0,22.0,0.8972,4.70%,25516459.8
331,Snohomish,31201.0,Snohomish School District,4265.0,AIM High School,A,12th Grade,92,37,0,55,1,0,1,10,0,4,76,2,0,4,3,28,0,1,25,14,14,90,92,88,89,64,92,48.0,7.0,,2.0,3.0,1.0,4.0,51.0,21.0,24.0,6.0,0.4118,4.50%,2721900.3
332,Snohomish,31201.0,Snohomish School District,5128.0,Glacier Peak High School,P,12th Grade,417,215,0,202,0,27,6,37,0,23,324,3,0,185,1,45,2,6,6,53,42,414,417,232,416,372,415,423.0,18.0,3.0,,,4.0,30.0,411.0,396.0,8.0,7.0,0.9635,5.70%,23345808.9
333,Snohomish,31201.0,Snohomish School District,2428.0,Snohomish High School,P,12th Grade,435,205,0,230,2,21,2,47,1,11,351,3,0,156,4,91,1,1,15,33,94,432,433,279,431,344,434,397.0,33.0,,5.0,8.0,13.0,27.0,403.0,364.0,13.0,26.0,0.9032,2.30%,23108668.2
334,King,17410.0,Snoqualmie Valley School District,2850.0,Mount Si High School,P,12th Grade,464,216,0,248,3,19,5,36,1,11,389,2,0,0,2,42,0,1,13,59,41,462,464,464,462,422,464,445.0,46.0,,,,7.0,64.0,427.0,406.0,14.0,7.0,0.9508,2.10%,23592302.2
335,King,17410.0,Snoqualmie Valley School District,1502.0,Two Rivers School,P,12th Grade,36,15,0,21,0,1,0,3,0,2,30,0,0,0,2,8,0,0,4,6,18,36,36,36,34,28,36,25.0,2.0,,1.0,,,5.0,22.0,17.0,4.0,1.0,0.7727,<7%,2162588.8
336,Grant,13156.0,Soap Lake School District,3089.0,Soap Lake Middle & High School,P,12th Grade,36,15,0,21,0,0,0,11,0,0,25,1,0,0,3,23,3,0,4,1,3,35,36,36,33,13,33,38.0,5.0,1.0,,,1.0,10.0,33.0,24.0,7.0,2.0,0.7273,<8%,4330419.3
337,Pacific,25118.0,South Bend School District,2214.0,South Bend High School,P,12th Grade,45,23,0,22,2,0,1,9,0,6,27,3,0,0,3,25,0,0,2,1,6,42,45,45,42,20,45,44.0,6.0,,,1.0,1.0,2.0,48.0,45.0,1.0,2.0,0.9375,<6%,4678639.9
338,Kitsap,18402.0,South Kitsap School District,3899.0,Discovery,A,12th Grade,104,51,0,53,1,0,2,12,1,17,71,2,0,1,26,64,0,0,35,10,13,102,100,103,78,40,104,77.0,7.0,,,5.0,13.0,6.0,78.0,33.0,27.0,18.0,0.4231,<2%,2822072.3
339,Kitsap,18402.0,South Kitsap School District,1718.0,Explorer Academy,A,12th Grade,33,15,0,18,0,0,0,3,1,3,26,0,0,1,1,15,0,0,12,7,7,33,33,32,32,18,33,34.0,5.0,,,2.0,5.0,7.0,32.0,17.0,8.0,7.0,0.5312,<6%,2157396.8
340,Kitsap,18402.0,South Kitsap School District,2272.0,South Kitsap High School,P,12th Grade,639,322,0,317,6,31,11,85,17,61,428,12,0,46,11,180,0,39,19,32,84,627,632,593,628,459,639,616.0,102.0,,5.0,3.0,15.0,94.0,624.0,565.0,36.0,23.0,0.9054,1.30%,36246011.0
341,Island,15206.0,South Whidbey School District,1682.0,South Whidbey Academy,A,12th Grade,17,8,0,9,0,0,0,0,0,0,17,0,0,0,0,7,0,0,1,1,2,17,17,17,17,10,17,14.0,3.0,,,,1.0,2.0,15.0,13.0,1.0,1.0,0.8667,<10%,1509781.3
342,Island,15206.0,South Whidbey School District,4149.0,South Whidbey High School,P,12th Grade,105,52,0,53,0,7,3,9,0,1,85,1,0,0,4,20,0,0,3,3,15,104,105,105,101,85,105,104.0,18.0,,1.0,1.0,2.0,23.0,99.0,93.0,2.0,4.0,0.9394,<3%,6668961.2
343,Spokane,32081.0,Spokane School District,3412.0,Ferris High School,P,12th Grade,394,189,0,205,3,15,13,31,3,42,286,31,0,20,19,153,0,4,20,60,44,363,393,374,375,241,394,354.0,63.0,1.0,1.0,6.0,6.0,60.0,357.0,332.0,11.0,14.0,0.93,2.20%,23039162.4
344,Spokane,32081.0,Spokane School District,2172.0,Lewis & Clark High School,P,12th Grade,464,237,0,227,4,24,19,47,10,49,311,28,0,51,14,162,0,5,24,71,47,436,461,413,450,302,464,423.0,81.0,2.0,3.0,8.0,16.0,60.0,444.0,393.0,22.0,29.0,0.8851,2.30%,23466456.5
345,Spokane,32081.0,Spokane School District,2106.0,North Central High School,P,12th Grade,294,152,0,142,2,9,8,26,1,39,209,23,0,11,14,147,0,5,13,50,50,271,287,283,280,147,294,283.0,45.0,,2.0,4.0,6.0,44.0,284.0,271.0,1.0,12.0,0.9542,<1%,20569838.1
346,Spokane,32081.0,Spokane School District,5250.0,On Track Academy,A,12th Grade,197,105,0,92,5,0,6,12,1,27,146,2,0,4,26,137,0,2,7,23,19,195,196,193,171,60,197,209.0,36.0,,,1.0,6.0,4.0,241.0,228.0,6.0,7.0,0.9461,<1%,5436957.3
347,Spokane,32081.0,Spokane School District,1567.0,Pratt Academy,A,12th Grade,15,2,0,13,0,0,0,3,0,2,10,0,0,0,2,11,0,0,6,4,11,15,14,15,13,4,15,17.0,2.0,,1.0,5.0,3.0,1.0,18.0,3.0,6.0,9.0,0.1667,23.80%,3065116.4
348,Spokane,32081.0,Spokane School District,2479.0,Rogers High School,P,12th Grade,337,155,0,182,6,26,19,36,14,47,189,27,0,4,51,253,0,1,27,25,77,310,335,333,286,84,337,314.0,61.0,2.0,2.0,11.0,14.0,49.0,326.0,287.0,10.0,29.0,0.8804,8.50%,21600063.8
349,Spokane,32081.0,Spokane School District,3189.0,Shadle Park High School,P,12th Grade,291,131,0,160,4,1,9,30,4,33,210,7,0,5,16,142,0,0,12,28,63,284,284,286,275,149,291,269.0,37.0,,2.0,11.0,8.0,30.0,276.0,245.0,10.0,21.0,0.8877,3.30%,18344411.8
350,Snohomish,31401.0,Stanwood-Camano School District,1707.0,Lincoln Hill High School,A,12th Grade,49,22,0,27,0,0,0,3,1,4,41,0,0,1,1,14,0,2,7,0,1,49,49,48,48,35,49,54.0,7.0,,2.0,7.0,8.0,4.0,57.0,27.0,13.0,17.0,0.4737,<5%,2153157.3
351,Snohomish,31401.0,Stanwood-Camano School District,2581.0,Stanwood High School,P,12th Grade,332,164,0,168,3,1,6,22,0,10,290,8,0,6,13,68,3,3,14,22,61,324,331,326,319,264,329,300.0,26.0,5.0,1.0,4.0,4.0,30.0,296.0,273.0,9.0,14.0,0.9223,3.20%,17634578.3
352,Pierce,27001.0,Steilacoom Hist. School District,4131.0,Steilacoom High,P,12th Grade,220,103,0,117,0,20,12,24,4,28,132,4,0,0,2,41,0,34,10,11,20,216,219,220,218,179,220,224.0,48.0,,1.0,,7.0,57.0,215.0,197.0,10.0,8.0,0.9163,5.30%,12868290.0
353,Skamania,30303.0,Stevenson-Carson School District,3119.0,Stevenson High School,P,12th Grade,78,37,0,41,0,1,0,13,0,4,60,3,0,10,8,36,0,0,4,10,14,75,76,68,70,42,78,80.0,12.0,,2.0,3.0,7.0,11.0,81.0,62.0,7.0,12.0,0.7654,<4%,4278718.7
354,Snohomish,31311.0,Sultan School District,4274.0,Sultan Senior High School,P,12th Grade,113,50,0,63,3,3,2,22,0,2,81,4,0,0,8,55,1,0,4,7,29,109,111,113,105,58,112,111.0,11.0,,3.0,,2.0,12.0,110.0,92.0,13.0,5.0,0.8364,<2%,8009942.5
355,Pierce,27905.0,Summit Public School: Olympus,5376.0,Summit Public School: Olympus,P,12th Grade,63,25,0,38,1,2,15,25,1,6,13,8,0,10,0,41,0,0,0,5,4,55,63,53,63,22,63,83.0,7.0,6.0,1.0,3.0,3.0,2.0,88.0,66.0,9.0,13.0,0.75,<4%,3684157.2
356,King,17902.0,Summit Public School: Sierra,5375.0,Summit Public School: Sierra,P,12th Grade,102,53,0,49,0,18,36,8,0,11,29,7,0,27,4,46,0,0,3,12,10,95,102,75,98,56,102,90.0,15.0,4.0,2.0,2.0,2.0,3.0,102.0,86.0,6.0,10.0,0.8431,<3%,5622589.1
357,Pierce,27320.0,Sumner School District,4585.0,Bonney Lake High School,P,12th Grade,343,190,0,153,3,11,6,33,0,34,256,8,0,8,15,96,0,5,16,29,41,335,340,335,328,247,343,320.0,42.0,,4.0,6.0,10.0,43.0,319.0,289.0,10.0,20.0,0.906,2.90%,19469467.1
358,Pierce,27320.0,Sumner School District,3247.0,Sumner High School,P,12th Grade,487,217,0,270,5,13,3,54,2,36,374,8,0,24,9,108,0,4,10,29,62,479,485,463,478,379,487,474.0,24.0,1.0,4.0,7.0,16.0,35.0,463.0,419.0,16.0,28.0,0.905,3.20%,21529491.8
359,Yakima,39201.0,Sunnyside School District,2959.0,Sunnyside High School,P,12th Grade,512,265,0,247,0,0,1,475,0,5,31,73,0,0,14,402,84,19,19,2,67,439,511,512,498,110,428,525.0,33.0,,,,42.0,62.0,496.0,450.0,4.0,42.0,0.9073,9.00%,25818076.1
360,Kitsap,18902.0,Suquamish Tribal Education Department,5319.0,Chief Kitsap Academy,Q,12th Grade,12,6,0,6,5,0,0,1,0,4,2,0,0,0,3,8,3,0,1,1,5,12,11,12,9,4,9,16.0,1.0,1.0,1.0,2.0,,0.0,17.0,13.0,0.0,4.0,0.7647,<10%,2168734.5
361,Pierce,27010.0,Tacoma School District,3880.0,Foss,P,12th Grade,157,68,0,89,1,27,32,25,7,10,55,24,0,10,13,100,0,1,13,5,33,133,156,147,144,57,157,153.0,47.0,,1.0,6.0,8.0,40.0,160.0,137.0,8.0,15.0,0.8562,4.00%,12172232.3
362,Pierce,27010.0,Tacoma School District,2215.0,Lincoln,P,12th Grade,330,162,0,168,5,58,79,84,14,30,60,31,0,8,35,240,0,4,18,10,48,299,326,322,295,90,330,339.0,45.0,3.0,2.0,16.0,22.0,49.0,335.0,283.0,9.0,43.0,0.8448,6.50%,22177553.4
363,Pierce,27010.0,Tacoma School District,3398.0,Mt Tahoma,P,12th Grade,327,159,0,168,2,53,57,95,19,24,77,43,0,6,22,230,1,1,30,12,49,284,325,321,305,97,326,325.0,57.0,1.0,3.0,7.0,8.0,80.0,302.0,274.0,9.0,19.0,0.9073,6.40%,20028154.2
364,Pierce,27010.0,Tacoma School District,4109.0,Oakland High School,A,12th Grade,52,38,0,14,4,1,12,10,1,9,15,4,0,0,12,44,1,0,15,4,13,48,51,52,40,8,51,69.0,12.0,,2.0,3.0,7.0,38.0,43.0,30.0,1.0,12.0,0.6977,11.80%,3519546.9
365,Pierce,27010.0,Tacoma School District,2084.0,Stadium,P,12th Grade,363,182,1,180,4,43,44,41,5,26,200,20,0,50,9,109,0,3,25,22,38,343,358,313,354,254,363,327.0,82.0,,,5.0,10.0,68.0,341.0,315.0,11.0,15.0,0.9238,5.10%,19903508.6
366,Pierce,27010.0,Tacoma School District,5307.0,Tacoma Open Doors,R,12th Grade,348,184,0,164,5,12,71,70,5,25,160,1,0,1,38,199,1,1,104,25,31,347,342,347,310,149,347,193.0,37.0,,2.0,24.0,93.0,9.0,221.0,8.0,94.0,119.0,0.0362,<1%,3661889.9
367,Pierce,27010.0,Tacoma School District,3246.0,Wilson,P,12th Grade,289,134,0,155,4,30,33,43,6,17,156,11,0,26,11,111,0,0,9,11,31,278,287,263,278,178,289,285.0,38.0,1.0,4.0,3.0,2.0,42.0,281.0,267.0,4.0,10.0,0.9502,4.10%,18313297.8
368,Grays Harbor,14077.0,Taholah School District,3580.0,Taholah High School,P,12th Grade,19,10,0,9,15,0,0,3,0,1,0,0,0,0,1,16,3,0,1,0,3,19,19,19,18,3,16,20.0,,,,1.0,2.0,0.0,20.0,16.0,1.0,3.0,0.8,13.60%,2215549.9
369,King,17409.0,Tahoma School District,2849.0,Tahoma Senior High School,P,12th Grade,650,326,0,324,2,31,23,63,3,45,483,5,0,23,1,77,0,4,14,48,80,645,650,627,649,573,650,601.0,56.0,,3.0,7.0,26.0,55.0,602.0,528.0,38.0,36.0,0.8771,2.00%,28364733.7
370,Whitman,38265.0,Tekoa School District,3418.0,Tekoa High School,P,12th Grade,9,4,0,5,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,9,9,9,9,5,9,13.0,5.0,,1.0,,,7.0,11.0,8.0,2.0,1.0,0.7273,<10%,1915270.0
371,Thurston,34402.0,Tenino School District,3509.0,Tenino High School,P,12th Grade,94,43,0,51,2,1,0,10,0,1,80,2,0,0,1,33,0,0,2,4,12,92,94,94,93,61,94,79.0,9.0,,,1.0,5.0,10.0,78.0,72.0,0.0,6.0,0.9231,6.00%,5157539.9
372,Lewis,21237.0,Toledo School District,5190.0,Cowlitz Prairie Academy,P,12th Grade,20,13,0,7,0,0,0,3,0,2,15,0,0,1,6,15,0,0,4,0,2,20,20,19,14,5,20,14.0,2.0,,,,1.0,1.0,15.0,11.0,3.0,1.0,0.7333,<10%,218248.9
373,Lewis,21237.0,Toledo School District,2616.0,Toledo High School,P,12th Grade,73,32,0,41,1,1,1,7,0,4,59,0,0,3,7,37,0,0,2,3,11,73,73,70,66,36,73,68.0,7.0,1.0,1.0,,1.0,5.0,70.0,67.0,0.0,3.0,0.9571,<4%,3970282.4
374,Okanogan,24404.0,Tonasket School District,2679.0,Tonasket High School,P,12th Grade,73,33,0,40,1,0,0,29,0,4,39,3,0,0,4,44,16,0,4,1,8,70,72,73,69,29,57,75.0,9.0,1.0,,3.0,5.0,8.0,76.0,66.0,1.0,9.0,0.8684,<4%,5077210.4
375,Yakima,39202.0,Toppenish School District,1508.0,Computer Academy Toppenish High School,A,12th Grade,64,27,0,37,10,0,0,52,0,1,1,24,0,0,4,63,17,0,13,2,2,40,64,64,60,1,47,71.0,9.0,,1.0,7.0,22.0,7.0,73.0,28.0,15.0,30.0,0.3836,<3%,2656576.9
376,Yakima,39202.0,Toppenish School District,5262.0,Northwest Allprep,5,12th Grade,149,84,0,65,4,2,6,17,0,2,118,15,0,0,0,49,1,0,35,0,8,134,149,149,149,100,148,163.0,176.0,3.0,7.0,18.0,34.0,239.0,100.0,20.0,18.0,62.0,0.2,<1%,1541059.8
377,Yakima,39202.0,Toppenish School District,2900.0,Toppenish High School,P,12th Grade,197,104,0,93,20,0,0,171,0,1,5,51,0,23,1,179,36,0,4,2,31,146,196,174,196,18,161,197.0,8.0,1.0,,1.0,1.0,11.0,194.0,190.0,1.0,3.0,0.9794,3.50%,14202025.7
